convo_id,msg_count_5min,tokens_5min,avg_tokens_per_msg,model_tier,user_tier,total_cost_usd,msg_count_5min_norm,tokens_5min_norm,avg_tokens_per_msg_norm,model_tier_norm,user_tier_norm,user_query,query_category,retrieval_method,article_id,retrieval_time_sec,answer_success,user_rating,escalation,timestamp,conversation_duration_sec,knowledge_gap_flag,cost_per_message,query_complexity,day,month,weekday,hallucination_flag,answer_success_num,model_tier_enc,user_tier_enc,retrieval_method_enc,query_category_enc,query_complexity_enc,query_cluster,success_probability
DH142,2,2911,1455.5,1,2,0.58,0.0,0.970261555,1.0,0.0,0.5,vacation policy details,Operations,Search,ART_50,2.19,Yes,2,No,2025-02-24,177,No,0.29,High,24,2,Monday,No,1,0,1,2,3,0,1,0.9576986413659924
CX143,5,268,53.6,2,1,0.11,0.1666666667,0.02328914368,0.0292435811,0.5,0.0,reset my password,HR Policy,AI,ART_26,5.42,Yes,4,No,2025-05-18,100,No,0.022,Low,18,5,Sunday,No,1,1,0,0,1,1,3,0.9359311960259298
SL144,17,1154,67.88235294,2,1,0.46,0.8333333333,0.3407380867,0.03913350605,0.5,0.0,vpn not connecting,Finance,AI,ART_63,5.64,Yes,5,No,2025-01-26,76,No,0.0271,Medium,26,1,Sunday,No,1,1,0,0,0,2,0,0.7981705719046421
GL145,4,1952,488.0,3,1,1.17,0.1111111111,0.6266571121,0.3300471965,1.0,0.0,expense reimbursement process,Finance,AI,ART_20,1.78,Yes,1,No,2025-05-13,124,No,0.2925,High,13,5,Tuesday,No,1,2,0,0,0,0,1,0.7276262853090774
MG146,15,234,15.6,1,1,0.05,0.7222222222,0.01110713006,0.002930189333,0.0,0.0,how to install company software,HR Policy,Hybrid,ART_55,2.09,Yes,1,Yes,2025-03-21,140,No,0.0033,Low,21,3,Friday,No,1,0,0,1,1,1,0,0.9040183910122892
DY147,20,1379,68.95,2,1,0.55,1.0,0.4213543533,0.03987280646,0.5,0.0,expense reimbursement process,Finance,AI,ART_13,0.74,No,2,Yes,2025-04-16,186,Yes,0.0275,Medium,16,4,Wednesday,No,0,1,0,0,0,2,0,0.30605888248697516
BV148,7,323,46.14285714,1,1,0.06,0.2777777778,0.04299534217,0.02407982527,0.0,0.0,expense reimbursement process,Operations,AI,ART_95,1.32,Yes,5,No,2025-03-15,201,No,0.0086,Low,15,3,Saturday,No,1,0,0,0,3,1,3,0.9832351650660924
KI149,8,2771,346.375,2,3,1.11,0.3333333333,0.9201003225,0.2319778778,0.5,1.0,reset my password,Security,Search,ART_30,2.09,Yes,4,Yes,2025-04-29,140,No,0.1388,High,29,4,Tuesday,No,1,1,2,2,4,0,1,0.5945191345676968
CU150,17,1512,88.94117647,1,3,0.3,0.8333333333,0.4690075242,0.0537158501,0.0,1.0,vpn not connecting,Operations,Hybrid,ART_71,4.37,Yes,2,No,2025-01-02,52,No,0.0176,Medium,2,1,Thursday,No,1,0,2,1,3,2,0,0.9455623518357383
GD151,12,631,52.58333333,2,2,0.25,0.5555555556,0.1533500537,0.02853958246,0.5,0.5,company travel policy,Security,AI,ART_89,1.48,Yes,3,No,2025-05-12,52,No,0.0208,Low,12,5,Monday,No,1,1,1,0,4,1,3,0.8126314147087644
IF152,4,2057,514.25,3,2,1.23,0.1111111111,0.6642780365,0.3482242105,1.0,0.5,expense reimbursement process,Operations,AI,ART_80,4.53,No,2,No,2025-05-23,99,Yes,0.3075,High,23,5,Friday,No,0,2,1,0,3,0,1,0.25535916902168654
CY153,10,2051,205.1,2,2,0.82,0.4444444444,0.6621282694,0.1341509193,0.5,0.5,reset my password,Software Help,AI,ART_51,5.6,Yes,3,No,2025-04-28,223,No,0.082,High,28,4,Monday,No,1,1,1,0,5,0,1,0.7619560480423578
QI154,16,618,38.625,1,2,0.12,0.7777777778,0.148692225,0.01887402737,0.0,0.5,vpn not connecting,Finance,Hybrid,ART_2,1.5,Yes,1,No,2025-01-07,199,No,0.0075,Low,7,1,Tuesday,No,1,0,1,1,0,1,0,0.6784496672690082
AH155,7,975,139.2857143,2,1,0.39,0.2777777778,0.276603368,0.08857731186,0.5,0.0,two factor authentication setup,HR Policy,Hybrid,ART_49,0.9,Yes,5,No,2025-03-08,119,No,0.0557,Medium,8,3,Saturday,No,1,1,0,1,1,2,3,0.7898530287511023
AI156,14,2142,153.0,3,1,1.29,0.6666666667,0.6947330706,0.0980738743,1.0,0.0,how to install company software,Operations,AI,ART_26,2.8,Yes,3,No,2025-02-28,96,No,0.0921,High,28,2,Friday,No,1,2,0,0,3,0,2,0.7394721709546261
BZ157,9,2472,274.6666667,1,3,0.49,0.3888888889,0.8129702616,0.1823228918,0.0,1.0,two factor authentication setup,Security,Hybrid,ART_18,5.46,Yes,5,No,2025-01-26,58,No,0.0544,High,26,1,Sunday,No,1,0,2,1,4,0,1,0.6587447004789714
EA158,13,2162,166.3076923,3,3,1.3,0.6111111111,0.7018989609,0.107288888,1.0,1.0,laptop not turning on,Operations,AI,ART_10,4.21,Yes,2,No,2025-02-27,294,No,0.1,High,27,2,Thursday,No,1,2,2,0,3,0,2,0.7669509961529593
AC159,6,818,136.3333333,3,3,0.49,0.2222222222,0.2203511286,0.086532913,1.0,1.0,laptop not turning on,Software Help,Search,ART_79,1.04,Yes,5,Yes,2025-03-03,175,No,0.0817,Medium,3,3,Monday,No,1,2,2,2,5,2,3,0.7697243225562658
BR160,6,1899,316.5,3,3,1.14,0.2222222222,0.6076675027,0.2112907047,1.0,1.0,two factor authentication setup,Security,AI,ART_71,2.66,Yes,2,No,2025-02-18,74,No,0.19,High,18,2,Tuesday,No,1,2,2,0,4,0,1,0.6542402337033302
XQ161,18,2192,121.7777778,2,3,0.88,0.8888888889,0.7126477965,0.0764538068,0.5,1.0,expense reimbursement process,Software Help,AI,ART_36,3.44,No,4,No,2025-03-03,109,Yes,0.0489,High,3,3,Monday,No,0,1,2,0,5,0,2,0.2743858959529841
FI162,8,2120,265.0,3,3,1.27,0.3333333333,0.6868505912,0.1756291342,1.0,1.0,email not syncing,Security,Hybrid,ART_90,5.3,Yes,2,No,2025-06-01,78,No,0.1588,High,1,6,Sunday,Yes,1,2,2,1,4,0,1,0.7290101987193209
CD163,10,2119,211.9,2,2,0.85,0.4444444444,0.6864922967,0.1388596315,0.5,0.5,company travel policy,IT Support,Hybrid,ART_91,4.89,No,5,No,2025-03-09,33,Yes,0.085,High,9,3,Sunday,No,0,1,1,1,2,0,2,0.27343643091834274
FE164,8,1079,134.875,3,2,0.65,0.3333333333,0.3138659979,0.08552307889,1.0,0.5,two factor authentication setup,Finance,Hybrid,ART_19,2.67,Yes,5,No,2025-02-25,90,No,0.0812,Medium,25,2,Tuesday,Yes,1,2,1,1,0,2,3,0.723521361866795
LL165,8,1162,145.25,2,1,0.46,0.3333333333,0.3436044429,0.0927073273,0.5,0.0,laptop not turning on,Operations,Search,ART_12,3.41,Yes,5,No,2025-06-14,256,No,0.0575,Medium,14,6,Saturday,No,1,1,0,2,3,2,3,0.7710436018224683
ED166,18,2386,132.5555556,2,2,0.95,0.8888888889,0.782156933,0.08391696177,0.5,0.5,expense reimbursement process,Security,Search,ART_6,1.26,No,2,No,2025-01-22,132,Yes,0.0528,High,22,1,Wednesday,No,0,1,1,2,4,0,2,0.39874640818682283
DG167,10,206,20.6,1,3,0.04,0.4444444444,0.001074883554,0.006392477723,0.0,1.0,laptop not turning on,Finance,Search,ART_37,3.16,Yes,5,Yes,2025-01-10,66,No,0.004,Low,10,1,Friday,No,1,0,2,2,0,1,3,0.9505288284959783
PJ168,20,1750,87.5,3,1,1.05,1.0,0.5542816195,0.05271789639,1.0,0.0,two factor authentication setup,Finance,AI,ART_65,1.71,Yes,3,No,2025-01-23,184,No,0.0525,High,23,1,Thursday,No,1,2,0,0,0,0,2,0.8441066729944785
IP169,19,621,32.68421053,1,2,0.12,0.9444444444,0.1497671086,0.01476028209,0.0,0.5,company travel policy,HR Policy,Hybrid,ART_80,0.51,No,3,No,2025-02-27,222,Yes,0.0063,Low,27,2,Thursday,No,0,0,1,1,1,1,0,0.15588940860824643
LB170,15,531,35.4,2,1,0.21,0.7222222222,0.1175206019,0.01664085136,0.5,0.0,email not syncing,HR Policy,AI,ART_47,4.19,Yes,5,No,2025-03-01,251,No,0.014,Low,1,3,Saturday,No,1,1,0,0,1,1,0,0.8223994979070862
LW171,17,920,54.11764706,1,1,0.18,0.8333333333,0.2568971695,0.02960202978,0.0,0.0,expense reimbursement process,Finance,Hybrid,ART_16,0.68,Yes,3,Yes,2025-06-09,74,No,0.0106,Medium,9,6,Monday,No,1,0,0,1,0,2,0,0.8124353735629204
NI172,20,2909,145.45,1,1,0.58,1.0,0.969544966,0.09284581883,0.0,0.0,vacation policy details,Finance,Search,ART_52,4.3,No,3,No,2025-03-11,266,Yes,0.029,High,11,3,Tuesday,No,0,0,0,2,0,0,2,0.1353861901976663
RZ173,18,1516,84.22222222,3,2,0.91,0.8888888889,0.4704407023,0.050448174,1.0,0.5,expense reimbursement process,Finance,AI,ART_84,5.44,Yes,5,No,2025-04-13,233,No,0.0506,Medium,13,4,Sunday,No,1,2,1,0,0,2,0,0.9295133732977493
DZ174,10,1984,198.4,1,2,0.4,0.4444444444,0.6381225367,0.1295114529,0.0,0.5,two factor authentication setup,Software Help,Hybrid,ART_7,5.85,Yes,3,No,2025-05-30,283,No,0.04,High,30,5,Friday,No,1,0,1,1,5,0,1,0.7765269135852132
LT175,7,693,99.0,3,3,0.42,0.2777777778,0.1755643139,0.06068115968,1.0,1.0,reset my password,IT Support,Hybrid,ART_86,1.99,Yes,1,No,2025-06-10,239,No,0.06,Low,10,6,Tuesday,No,1,2,2,1,2,1,3,0.7562246365986403
VW176,8,1108,138.5,1,2,0.22,0.3333333333,0.3242565389,0.08803323797,0.0,0.5,how to request leave,Operations,AI,ART_52,2.95,Yes,4,No,2025-06-10,205,No,0.0275,Medium,10,6,Tuesday,Yes,1,0,1,0,3,2,3,0.7433291112345012
GW177,5,2671,534.2,1,1,0.53,0.1666666667,0.8842708707,0.3620387412,0.0,0.0,how to request leave,Operations,AI,ART_47,5.62,Yes,2,No,2025-04-22,184,No,0.106,High,22,4,Tuesday,No,1,0,0,0,3,0,1,0.79210272882951
WC178,17,624,36.70588235,2,1,0.25,0.8333333333,0.1508419921,0.01754511962,0.5,0.0,how to install company software,Software Help,AI,ART_5,2.53,No,2,No,2025-03-31,277,Yes,0.0147,Low,31,3,Monday,No,0,1,0,0,5,1,0,0.19405567706855206
YR179,3,2487,829.0,1,2,0.5,0.05555555556,0.8183446793,0.5661752647,0.0,0.5,company travel policy,HR Policy,Search,ART_89,5.3,No,3,No,2025-04-07,252,Yes,0.1667,High,7,4,Monday,No,0,0,1,2,1,0,1,0.3315197089964026
NQ180,19,1920,101.0526316,3,2,1.15,0.9444444444,0.6151916876,0.06210252018,1.0,0.5,how to install company software,Software Help,AI,ART_35,3.19,No,3,Yes,2025-01-21,132,Yes,0.0605,High,21,1,Tuesday,No,0,2,1,0,5,0,2,0.2051038977539956
EM181,16,2448,153.0,2,3,0.98,0.7777777778,0.8043711931,0.0980738743,0.5,1.0,reset my password,Operations,Hybrid,ART_45,0.57,Yes,1,No,2025-02-22,227,No,0.0612,High,22,2,Saturday,Yes,1,1,2,1,3,0,2,0.516955142593256
QN182,11,2253,204.8181818,2,3,0.9,0.5,0.7345037621,0.1339557722,0.5,1.0,how to install company software,Finance,AI,ART_77,4.41,Yes,3,No,2025-01-07,294,No,0.0818,High,7,1,Tuesday,No,1,1,2,0,0,0,1,0.7912943323656582
VF183,15,1282,85.46666667,1,3,0.26,0.7222222222,0.386599785,0.05130989911,0.0,1.0,email not syncing,IT Support,AI,ART_34,5.12,Yes,5,Yes,2025-03-06,297,No,0.0173,Medium,6,3,Thursday,No,1,0,2,0,2,2,0,0.921189481431195
HJ184,14,1566,111.8571429,1,2,0.31,0.6666666667,0.4883554282,0.06958418697,0.0,0.5,how to install company software,Operations,Search,ART_75,0.71,Yes,5,No,2025-01-20,233,No,0.0221,Medium,20,1,Monday,No,1,0,1,2,3,2,0,0.786036931254478
ZK185,3,1511,503.6666667,2,3,0.6,0.05555555556,0.4686492297,0.3408957001,0.5,1.0,laptop not turning on,IT Support,Hybrid,ART_75,5.63,Yes,4,No,2025-05-23,55,No,0.2,Medium,23,5,Friday,No,1,1,2,1,2,2,3,0.8494514387807327
RL186,8,2773,346.625,3,1,1.66,0.3333333333,0.9208169115,0.2321509922,1.0,0.0,email not syncing,Security,AI,ART_51,3.15,Yes,1,No,2025-03-19,275,No,0.2075,High,19,3,Wednesday,No,1,2,0,0,4,0,1,0.8294864523441366
VU187,13,477,36.69230769,3,1,0.29,0.6111111111,0.09817269796,0.01753571974,1.0,0.0,email not syncing,HR Policy,Search,ART_45,3.1,Yes,4,No,2025-06-03,257,No,0.0223,Low,3,6,Tuesday,No,1,2,0,2,1,1,0,0.9079658008741831
NP188,11,2557,232.4545455,3,1,1.53,0.5,0.8434252956,0.1530927844,1.0,0.0,two factor authentication setup,Finance,Search,ART_56,3.23,Yes,4,No,2025-04-27,255,No,0.1391,High,27,4,Sunday,No,1,2,0,2,0,0,1,0.7516937149821326
PI189,17,353,20.76470588,1,2,0.07,0.8333333333,0.05374417771,0.006506529576,0.0,0.5,email not syncing,HR Policy,Hybrid,ART_62,1.88,Yes,5,No,2025-02-01,275,No,0.0041,Low,1,2,Saturday,No,1,0,1,1,1,1,0,0.8861291578166898
DQ190,10,750,75.0,3,1,0.45,0.4444444444,0.1959871014,0.04406217541,1.0,0.0,how to request leave,HR Policy,Search,ART_100,3.99,No,3,No,2025-03-17,286,Yes,0.045,Low,17,3,Monday,No,0,2,0,2,1,1,0,0.19243731474758813
CJ191,6,2538,423.0,3,1,1.52,0.2222222222,0.8366176997,0.2850374474,1.0,0.0,how to request leave,HR Policy,Hybrid,ART_66,2.4,Yes,2,No,2025-02-26,288,No,0.2533,High,26,2,Wednesday,No,1,2,0,1,1,0,1,0.7511137837653103
EA192,10,693,69.3,3,1,0.42,0.4444444444,0.1755643139,0.04011516665,1.0,0.0,two factor authentication setup,Operations,Hybrid,ART_38,1.79,No,5,No,2025-05-03,197,Yes,0.042,Low,3,5,Saturday,No,0,2,0,1,3,1,3,0.25376020524183523
SH193,3,316,105.3333333,1,2,0.06,0.05555555556,0.04048728054,0.06506672498,0.0,0.5,expense reimbursement process,HR Policy,AI,ART_40,5.23,Yes,2,No,2025-03-29,74,No,0.02,Low,29,3,Saturday,No,1,0,1,0,1,1,3,0.9361515732491631
QH194,11,785,71.36363636,2,3,0.31,0.5,0.2085274095,0.04154414749,0.5,1.0,how to request leave,Finance,Search,ART_16,2.14,Yes,3,No,2025-04-03,166,No,0.0282,Low,3,4,Thursday,No,1,1,2,2,0,1,3,0.801506886429949
QU195,9,1650,183.3333333,3,2,0.99,0.3888888889,0.5184521677,0.1190784239,1.0,0.5,company travel policy,Software Help,Hybrid,ART_29,2.78,No,2,No,2025-06-26,119,Yes,0.11,High,26,6,Thursday,No,0,2,1,1,5,0,1,0.2080195947535554
RU196,2,2219,1109.5,3,2,1.33,0.0,0.7223217485,0.7604096434,1.0,0.5,two factor authentication setup,Software Help,Search,ART_62,2.51,Yes,2,No,2025-03-31,258,No,0.665,High,31,3,Monday,No,1,2,1,2,5,0,1,0.9783716653516572
LA197,17,483,28.41176471,2,1,0.19,0.8333333333,0.1003224651,0.01180179417,0.5,0.0,reset my password,IT Support,Hybrid,ART_76,4.59,No,4,Yes,2025-01-23,188,Yes,0.0112,Low,23,1,Thursday,No,0,1,0,1,2,1,0,0.18058014595047375
KZ198,18,511,28.38888889,1,1,0.1,0.8888888889,0.1103547116,0.01178595364,0.0,0.0,how to install company software,HR Policy,AI,ART_56,5.07,Yes,5,No,2025-03-22,215,No,0.0056,Low,22,3,Saturday,No,1,0,0,0,1,1,0,0.8453938222032249
YH199,12,1718,143.1666667,3,1,1.03,0.5555555556,0.5428161949,0.09126470713,1.0,0.0,reset my password,Software Help,AI,ART_78,2.26,Yes,2,No,2025-03-12,239,No,0.0858,High,12,3,Wednesday,No,1,2,0,0,5,0,2,0.806867790049196
CD200,17,833,49.0,3,1,0.5,0.8333333333,0.2257255464,0.02605827578,1.0,0.0,laptop not turning on,Finance,AI,ART_43,4.82,Yes,3,No,2025-04-19,165,No,0.0294,Medium,19,4,Saturday,No,1,2,0,0,0,2,0,0.8628487121067374
DN201,16,2224,139.0,1,3,0.44,0.7777777778,0.7241132211,0.08837946681,0.0,1.0,company travel policy,Security,Hybrid,ART_85,3.12,No,2,No,2025-04-11,253,Yes,0.0275,High,11,4,Friday,No,0,0,2,1,4,0,2,0.20617560210690963
XD202,15,1801,120.0666667,3,1,1.08,0.7222222222,0.5725546399,0.07526893477,1.0,0.0,reset my password,Software Help,Search,ART_100,0.88,Yes,2,No,2025-03-31,43,No,0.072,High,31,3,Monday,No,1,2,0,2,5,0,2,0.7531104392477549
RU203,13,986,75.84615385,2,3,0.39,0.6111111111,0.2805446077,0.04464810114,0.5,1.0,how to request leave,IT Support,Search,ART_2,3.06,Yes,4,No,2025-06-04,245,No,0.03,Medium,4,6,Wednesday,No,1,1,2,2,2,2,0,0.8313131271067493
QP204,9,2294,254.8888889,2,1,0.92,0.3888888889,0.7491938373,0.1686276177,0.5,0.0,reset my password,Software Help,AI,ART_17,1.36,Yes,2,No,2025-04-18,189,No,0.1022,High,18,4,Friday,No,1,1,0,0,5,0,1,0.7530939903173585
GF205,9,1600,177.7777778,2,2,0.64,0.3888888889,0.5005374418,0.1152314368,0.5,0.5,two factor authentication setup,HR Policy,Hybrid,ART_10,3.83,No,1,No,2025-04-10,45,Yes,0.0711,Medium,10,4,Thursday,No,0,1,1,1,1,2,3,0.13749498811427077
FW206,10,2911,291.1,2,1,1.16,0.4444444444,0.970261555,0.1937022796,0.5,0.0,reset my password,Operations,AI,ART_38,1.6,Yes,4,No,2025-01-01,297,No,0.116,High,1,1,Wednesday,No,1,1,0,0,3,0,1,0.8926561043420997
YI207,6,2173,362.1666667,3,3,1.3,0.2222222222,0.7058402006,0.2429129386,1.0,1.0,two factor authentication setup,IT Support,Hybrid,ART_57,5.81,No,5,Yes,2025-03-18,251,Yes,0.2167,High,18,3,Tuesday,No,0,2,2,1,2,0,1,0.2108542831719946
OB208,3,2194,731.3333333,3,1,1.32,0.05555555556,0.7133643855,0.4985452315,1.0,0.0,how to request leave,IT Support,Hybrid,ART_2,2.48,No,4,No,2025-01-14,69,Yes,0.44,High,14,1,Tuesday,No,0,2,0,1,2,0,1,0.19751129352025373
CM209,12,1660,138.3333333,3,1,1.0,0.5555555556,0.5220351129,0.08791782836,1.0,0.0,vpn not connecting,IT Support,Search,ART_28,4.31,No,3,No,2025-03-16,205,Yes,0.0833,High,16,3,Sunday,No,0,2,0,2,2,0,2,0.2701856206920872
NO210,7,1410,201.4285714,3,3,0.85,0.2777777778,0.4324614833,0.1316086104,1.0,1.0,vpn not connecting,Operations,Hybrid,ART_3,5.09,Yes,1,No,2025-06-06,242,No,0.1214,Medium,6,6,Friday,No,1,2,2,1,3,2,3,0.6818416599699575
OJ211,9,1307,145.2222222,2,2,0.52,0.3888888889,0.395557148,0.09268809236,0.5,0.5,reset my password,HR Policy,Hybrid,ART_47,4.84,No,5,No,2025-01-30,176,Yes,0.0578,Medium,30,1,Thursday,No,0,1,1,1,1,2,3,0.3112095393443217
MQ212,15,331,22.06666667,3,2,0.2,0.7222222222,0.04586169832,0.007408082317,1.0,0.5,two factor authentication setup,Software Help,Hybrid,ART_90,3.44,Yes,5,No,2025-01-17,113,No,0.0133,Low,17,1,Friday,No,1,2,1,1,5,1,0,0.9546756300970326
VC213,11,1803,163.9090909,3,2,1.08,0.5,0.573271229,0.1056279581,1.0,0.5,vacation policy details,HR Policy,Search,ART_23,4.05,Yes,1,No,2025-05-21,125,No,0.0982,High,21,5,Wednesday,No,1,2,1,2,1,0,2,0.6621012957544578
RM214,3,1709,569.6666667,3,2,1.03,0.05555555556,0.5395915442,0.3865979068,1.0,0.5,reset my password,IT Support,Hybrid,ART_69,4.16,No,1,No,2025-04-10,245,Yes,0.3433,High,10,4,Thursday,No,0,2,1,1,2,0,1,0.21096892326365999
TS215,2,2424,1212.0,1,1,0.48,0.0,0.7957721247,0.8313865554,0.0,0.0,vpn not connecting,Finance,Search,ART_62,0.74,Yes,2,No,2025-04-29,272,No,0.24,High,29,4,Tuesday,No,1,0,0,2,0,0,1,0.9565129472727029
WR216,15,711,47.4,1,3,0.14,0.7222222222,0.1820136152,0.0249503435,0.0,1.0,email not syncing,Software Help,Search,ART_92,5.05,Yes,5,No,2025-01-04,27,No,0.0093,Low,4,1,Saturday,No,1,0,2,2,5,1,0,0.8581512796656553
ZS217,15,2814,187.6,3,3,1.69,0.7222222222,0.9355069867,0.12203291,1.0,1.0,two factor authentication setup,Operations,Search,ART_39,1.15,No,3,No,2025-06-26,239,Yes,0.1127,High,26,6,Thursday,No,0,2,2,2,3,0,2,0.23214528999095482
VB218,13,1861,143.1538462,3,1,1.12,0.6111111111,0.594052311,0.09125582947,1.0,0.0,reset my password,Software Help,Search,ART_11,4.61,Yes,3,No,2025-04-27,122,No,0.0862,High,27,4,Sunday,No,1,2,0,2,5,0,2,0.7104316002824054
IV219,17,1166,68.58823529,2,1,0.47,0.8333333333,0.3450376209,0.03962229971,0.5,0.0,email not syncing,Security,Hybrid,ART_62,1.02,Yes,2,No,2025-04-03,207,No,0.0276,Medium,3,4,Thursday,No,1,1,0,1,4,2,0,0.6525491455282969
IM220,19,1002,52.73684211,2,1,0.4,0.9444444444,0.28627732,0.02864588079,0.5,0.0,how to request leave,Operations,Search,ART_2,2.63,Yes,2,No,2025-05-01,154,No,0.0211,Medium,1,5,Thursday,No,1,1,0,2,3,2,0,0.8344294412903963
QY221,7,1296,185.1428571,1,1,0.26,0.2777777778,0.3916159083,0.1203314425,0.0,0.0,company travel policy,Security,Hybrid,ART_15,3.35,Yes,5,No,2025-02-05,154,No,0.0371,Medium,5,2,Wednesday,No,1,0,0,1,4,2,3,0.7818723293793522
VX222,14,2065,147.5,3,2,1.24,0.6666666667,0.6671443927,0.09426535707,1.0,0.5,two factor authentication setup,Security,Hybrid,ART_67,3.27,Yes,3,No,2025-04-24,216,No,0.0886,High,24,4,Thursday,No,1,2,1,1,4,0,2,0.6481512259389178
JD223,11,1090,99.09090909,1,2,0.22,0.5,0.3178072375,0.06074411038,0.0,0.5,two factor authentication setup,Finance,AI,ART_47,0.52,Yes,5,No,2025-05-10,224,No,0.02,Medium,10,5,Saturday,No,1,0,1,0,0,2,0,0.7585653031720502
WC224,11,698,63.45454545,3,1,0.42,0.5,0.1773557865,0.03606743676,1.0,0.0,company travel policy,Security,AI,ART_18,5.95,Yes,1,Yes,2025-04-18,102,No,0.0382,Low,18,4,Friday,No,1,2,0,0,4,1,3,0.8893900232179623
TV225,10,2214,221.4,2,3,0.89,0.4444444444,0.7205302759,0.1454379795,0.5,1.0,email not syncing,IT Support,Search,ART_37,3.71,Yes,4,Yes,2025-04-09,264,No,0.089,High,9,4,Wednesday,No,1,1,2,2,2,0,1,0.5303860852907036
RL226,15,2321,154.7333333,1,1,0.46,0.7222222222,0.7588677893,0.09927413428,0.0,0.0,expense reimbursement process,Operations,Hybrid,ART_87,5.6,Yes,1,No,2025-02-02,33,No,0.0307,High,2,2,Sunday,No,1,0,0,1,3,0,2,0.859998006411385
TE227,19,1518,79.89473684,1,3,0.3,0.9444444444,0.4711572913,0.04745157352,0.0,1.0,laptop not turning on,Operations,Hybrid,ART_53,4.82,Yes,4,Yes,2025-06-15,105,No,0.0158,Medium,15,6,Sunday,No,1,0,2,1,3,2,0,0.9112130158412703
AD228,3,2990,996.6666667,1,3,0.6,0.05555555556,0.9985668219,0.6822773354,0.0,1.0,laptop not turning on,Software Help,Search,ART_38,4.82,Yes,5,No,2025-01-29,96,No,0.2,High,29,1,Wednesday,Yes,1,0,2,2,5,0,1,0.8313526458334636
VO229,10,972,97.2,3,1,0.58,0.4444444444,0.2755284844,0.05943473586,1.0,0.0,vpn not connecting,Software Help,Hybrid,ART_27,1.5,Yes,1,No,2025-03-08,75,No,0.058,Medium,8,3,Saturday,No,1,2,0,1,5,2,3,0.848149690746268
FT230,12,2248,187.3333333,1,3,0.45,0.5555555556,0.7327122895,0.1218482546,0.0,1.0,vpn not connecting,HR Policy,AI,ART_80,4.33,Yes,1,No,2025-03-18,101,No,0.0375,High,18,3,Tuesday,No,1,0,2,0,1,0,2,0.7307974950290991
NK231,14,1311,93.64285714,2,3,0.52,0.6666666667,0.396990326,0.05697156498,0.5,1.0,how to install company software,HR Policy,AI,ART_97,2.07,No,2,No,2025-05-24,92,Yes,0.0371,Medium,24,5,Saturday,No,0,1,2,0,1,2,0,0.2823123820056667
KN232,9,2529,281.0,3,2,1.52,0.3888888889,0.8333930491,0.1867084571,1.0,0.5,email not syncing,Security,Hybrid,ART_71,4.86,Yes,4,No,2025-04-16,262,No,0.1689,High,16,4,Wednesday,No,1,2,1,1,4,0,1,0.6777620187551066
RY233,12,1810,150.8333333,1,3,0.36,0.5555555556,0.5757792906,0.09657354933,0.0,1.0,vacation policy details,Operations,AI,ART_97,0.77,No,4,No,2025-01-27,151,Yes,0.03,High,27,1,Monday,No,0,0,2,0,3,0,2,0.33000606479505207
EN234,9,2836,315.1111111,1,1,0.57,0.3888888889,0.9433894661,0.2103289579,0.0,0.0,email not syncing,Operations,Hybrid,ART_88,4.05,Yes,5,No,2025-03-25,185,No,0.0633,High,25,3,Tuesday,No,1,0,0,1,3,0,1,0.7334423018479072
CW235,11,1176,106.9090909,3,3,0.71,0.5,0.3486205661,0.06615787041,1.0,1.0,two factor authentication setup,HR Policy,Search,ART_33,1.12,Yes,5,No,2025-06-02,190,No,0.0645,Medium,2,6,Monday,No,1,2,2,2,1,2,3,0.8136440423964609
NR236,4,826,206.5,3,1,0.5,0.1111111111,0.2232174848,0.1351203601,1.0,0.0,expense reimbursement process,HR Policy,Search,ART_88,4.27,Yes,1,No,2025-02-24,93,No,0.125,Medium,24,2,Monday,No,1,2,0,2,1,2,3,0.914250460421016
QS237,7,1978,282.5714286,3,2,1.19,0.2777777778,0.6359727696,0.1877966049,1.0,0.5,how to request leave,Software Help,AI,ART_19,0.56,Yes,5,No,2025-02-14,214,No,0.17,High,14,2,Friday,No,1,2,1,0,5,0,1,0.7251254506863879
SH238,15,2452,163.4666667,1,3,0.49,0.7222222222,0.8058043712,0.105321598,0.0,1.0,company travel policy,IT Support,Search,ART_12,1.48,No,3,No,2025-02-03,35,Yes,0.0327,High,3,2,Monday,No,0,0,2,2,2,0,2,0.16632933538923073
XL239,9,1800,200.0,3,1,1.08,0.3888888889,0.5721963454,0.1306193852,1.0,0.0,reset my password,Operations,Hybrid,ART_43,4.86,No,4,No,2025-02-28,223,Yes,0.12,High,28,2,Friday,No,0,2,0,1,3,0,1,0.3737869567436944
GH240,6,1968,328.0,1,3,0.39,0.2222222222,0.6323898244,0.219253968,0.0,1.0,expense reimbursement process,HR Policy,AI,ART_74,2.78,Yes,4,No,2025-03-25,198,No,0.065,High,25,3,Tuesday,No,1,0,2,0,1,0,1,0.5972922109916358
WI241,3,2094,698.0,2,1,0.84,0.05555555556,0.6775349337,0.4754633089,0.5,0.0,email not syncing,HR Policy,Hybrid,ART_20,2.87,Yes,4,No,2025-04-25,120,No,0.28,High,25,4,Friday,No,1,1,0,1,1,0,1,0.5626050529239714
NF242,4,2773,693.25,3,1,1.66,0.1111111111,0.9208169115,0.4721741349,1.0,0.0,how to request leave,IT Support,Search,ART_30,3.68,Yes,2,No,2025-05-29,158,No,0.415,High,29,5,Thursday,No,1,2,0,2,2,0,1,0.7539255214496217
