convo_id,msg_count_5min,tokens_5min,avg_tokens_per_msg,model_tier,user_tier,total_cost_usd,msg_count_5min_norm,tokens_5min_norm,avg_tokens_per_msg_norm,model_tier_norm,user_tier_norm,response_time_sec,cost_per_message,cost_per_token,engagement_intensity,model_user_interaction,log_tokens,log_cost,question_type,high_cost_flag,cost_class,cost_per_message_norm,cost_per_token_norm,engagement_intensity_norm,model_user_interaction_norm,log_tokens_norm,log_cost_norm,conversation_success
XQ161,18,2192,121.7777778,2,3,0.88,0.8888888889,0.7126477965,0.0764538068,0.5,1.0,4.271850537611158,0.04888888888888889,0.0004014598540145985,2192.0000004,0.5,7.693025748417888,0.6312717768418579,technical,0,2,0.0629747707324753,0.5082813977738436,0.7126477965809639,0.5,0.8839886330578892,0.5977906284416059,0
FI162,8,2120,265.0,3,3,1.27,0.3333333333,0.6868505912,0.1756291342,1.0,1.0,6.267879494058971,0.15875,0.0005990566037735849,2120.0,1.0,7.659642954564682,0.8197798314933114,technical,1,2,0.2108572440665958,0.9726665830878203,0.6868505911367359,1.0,0.8715628724780777,0.7881261507770102,0
CD163,10,2119,211.9,2,2,0.85,0.4444444444,0.6864922967,0.1388596315,0.5,0.5,4.6003164482519034,0.08499999999999999,0.00040113260972156675,2119.0,0.25,7.659171367666058,0.6151856390902335,technical,0,2,0.11158342189160467,0.5075123193257021,0.6864922966186677,0.25,0.8713873381617874,0.5815485456458558,0
FE164,8,1079,134.875,3,2,0.65,0.3333333333,0.3138659979,0.08552307889,1.0,0.5,5.177008621170207,0.08125,0.0006024096385542169,1079.0,0.5,6.984716320118266,0.5007752879124893,technical,0,1,0.1065356004250797,0.9805467718048273,0.31386599782774155,0.5,0.6203413358551426,0.46602905767354125,0
LL165,8,1162,145.25,2,1,0.46,0.3333333333,0.3436044429,0.0927073273,0.5,0.0,3.3492358528253465,0.0575,0.000395869191049914,1162.0,0.0,7.0587581525186645,0.3784364357202451,technical,0,1,0.07456606447042154,0.4951424111252795,0.343604442827402,0.0,0.6479012245314322,0.3425042068284207,0
ED166,18,2386,132.5555556,2,2,0.95,0.8888888889,0.782156933,0.08391696177,0.5,0.5,3.7574597632172555,0.05277777777777778,0.0003981559094719195,2386.0000007999997,0.25,7.77779262633883,0.6678293725756554,technical,1,2,0.06820954854961231,0.500516579270551,0.7821569332295121,0.25,0.9155406036561371,0.6347026272004094,1
DG167,10,206,20.6,1,3,0.04,0.4444444444,0.001074883554,0.006392477723,0.0,1.0,5.896811118784829,0.004,0.0001941747572815534,206.0,0.0,5.332718793265369,0.039220713153281295,technical,0,0,0.0025504782146652497,0.02112698771086674,0.0010748835542045976,0.0,0.005433972577538304,0.0,0
PJ168,20,1750,87.5,3,1,1.05,1.0,0.5542816195,0.05271789639,1.0,0.0,6.162243259241698,0.052500000000000005,0.0006000000000000001,1750.0,0.0,7.467942332285852,0.7178397931503169,technical,1,2,0.06783563584838824,0.9748837209302326,0.5542816194515026,0.0,0.8002079689336923,0.6851978675225875,0
IP169,19,621,32.68421053,1,2,0.12,0.9444444444,0.1497671086,0.01476028209,0.0,0.5,6.25996281002328,0.00631578947368421,0.0001932367149758454,621.00000007,0.0,6.432940092739179,0.11332868530700317,technical,0,0,0.005667729365922776,0.018922432471471906,0.14976710857758746,0.0,0.41495890665544666,0.07482640259153242,0
LB170,15,531,35.4,2,1,0.21,0.7222222222,0.1175206019,0.01664085136,0.5,0.0,3.7940093602156892,0.014,0.00039548022598870055,531.0,0.0,6.2766434893416445,0.1906203596086497,technical,0,0,0.016011335458731846,0.4942282786192915,0.117520601926369,0.0,0.35678210510326025,0.15286737133200745,0
LW171,17,920,54.11764706,1,1,0.18,0.8333333333,0.2568971695,0.02960202978,0.0,0.0,4.750707317737753,0.010588235294117647,0.00019565217391304346,920.00000002,0.0,6.825460036255307,0.16551443847757338,technical,0,0,0.011418807693109123,0.024599162212913417,0.256897169462064,0.0,0.5610628805283255,0.12751806399853416,0
NI172,20,2909,145.45,1,1,0.58,1.0,0.969544966,0.09284581883,0.0,0.0,4.44371906203682,0.028999999999999998,0.00019938123066345822,2909.0,0.0,7.975908360165538,0.4574248470388754,technical,0,1,0.036202621324831735,0.033363065021031035,0.9695449658925441,0.0,0.9892833432976813,0.4222583613900032,0
RZ173,18,1516,84.22222222,3,2,0.91,0.8888888889,0.4704407023,0.050448174,1.0,0.5,2.8278406562781155,0.050555555555555555,0.0006002638522427441,1515.9999999600002,0.5,7.324489979348532,0.6471032420585385,technical,1,2,0.06521824693981973,0.9755038175299573,0.47044070220921247,0.5,0.7468120608485886,0.6137755698114757,0
DZ174,10,1984,198.4,1,2,0.4,0.4444444444,0.6381225367,0.1295114529,0.0,0.5,3.7719520491375302,0.04,0.00020161290322580645,1984.0,0.0,7.59337419312129,0.33647223662121295,technical,0,1,0.05100956429330499,0.038607866252277356,0.638122536679461,0.0,0.8468962802438527,0.30013319106641806,0
LT175,7,693,99.0,3,3,0.42,0.2777777778,0.1755643139,0.06068115968,1.0,1.0,6.4317132120308536,0.06,0.0006060606060606061,693.0,1.0,6.542471960506805,0.35065687161316933,technical,0,1,0.07793127878143818,0.9891271519178495,0.1755643138534171,1.0,0.45572891442426533,0.31445533722257574,0
VW176,8,1108,138.5,1,2,0.22,0.3333333333,0.3242565389,0.08803323797,0.0,0.5,4.588351895589302,0.0275,0.00019855595667870037,1108.0,0.0,7.011213987350367,0.1988508587451652,technical,0,0,0.03418349273822175,0.031423534068148296,0.3242565388517193,0.0,0.6302043110871569,0.16117766000973158,0
GW177,5,2671,534.2,1,1,0.53,0.1666666667,0.8842708707,0.3620387412,0.0,0.0,5.553310245311495,0.10600000000000001,0.00019842755522276302,2671.0,0.0,7.890582534656536,0.4252677354043441,technical,0,1,0.13985122210414452,0.031121769317550008,0.884270870592313,0.0,0.9575233209426983,0.38978950667144313,0
WC178,17,624,36.70588235,2,1,0.25,0.8333333333,0.1508419921,0.01754511962,0.5,0.0,5.163649436771555,0.014705882352941176,0.00040064102564102563,623.9999999500001,0.0,6.437751649736401,0.22314355131420976,technical,0,0,0.016961513617136548,0.5063570150779453,0.15084199208879673,0.0,0.41674986685867266,0.18570585503891326,0
YR179,3,2487,829.0,1,2,0.5,0.05555555556,0.8183446793,0.5661752647,0.0,0.5,8.247069809200095,0.16666666666666666,0.0002010454362685967,2487.0,0.0,7.81923445385907,0.4054651081081644,technical,0,1,0.22151375605148185,0.037274224639220255,0.8183446792677647,0.0,0.9309661018640076,0.3697949052895513,0
NQ180,19,1920,101.0526316,3,2,1.15,0.9444444444,0.6151916876,0.06210252018,1.0,0.5,4.653642773868965,0.06052631578947368,0.0005989583333333333,1920.0000003999999,0.5,7.560601162768557,0.7654678421395714,technical,1,2,0.07863974495217853,0.9724356312292357,0.615191687666414,0.5,0.8346974861456515,0.7332876406569372,0
EM181,16,2448,153.0,2,3,0.98,0.7777777778,0.8043711931,0.0980738743,0.5,1.0,7.7471381481368855,0.06125,0.0004003267973856209,2448.0,0.5,7.803435056952168,0.6830968447064438,technical,1,2,0.0796138859369465,0.5056185264803594,0.8043711930631049,0.5,0.9250852422770643,0.6501181079241792,0
QN182,11,2253,204.8181818,2,3,0.9,0.5,0.7345037621,0.1339557722,0.5,1.0,5.013804450134225,0.08181818181818182,0.00039946737683089215,2252.9999998,0.5,7.720461694599722,0.6418538861723948,technical,1,2,0.10730042185940167,0.5035987454158575,0.7345037619681473,0.5,0.8942008549598413,0.6084753247033239,0
VF183,15,1282,85.46666667,1,3,0.26,0.7222222222,0.386599785,0.05130989911,0.0,1.0,4.858296120753237,0.017333333333333333,0.00020280811232449298,1282.00000005,0.0,7.1569563646156364,0.23111172096338664,technical,0,0,0.02049828787342071,0.04141680617390808,0.3865997850135005,0.0,0.684452613197343,0.1937512711089979,0
HJ184,14,1566,111.8571429,1,2,0.31,0.6666666667,0.4883554282,0.06958418697,0.0,0.5,7.055093595577628,0.02214285714285714,0.0001979565772669221,1566.0000006,0.0,7.356918242356021,0.27002713721306015,technical,0,0,0.026972319214614644,0.030014892885783018,0.48835542834193074,0.0,0.7588825254694376,0.23304394797883574,0
ZK185,3,1511,503.6666667,2,3,0.6,0.05555555556,0.4686492297,0.3408957001,0.5,1.0,2.7139577791012344,0.19999999999999998,0.0003970880211780278,1511.0000001,0.5,7.321188556739478,0.4700036292457355,technical,0,1,0.2663832801983705,0.4980068643898234,0.4686492296690326,0.5,0.745583203638696,0.4349590870227238,1
RL186,8,2773,346.625,3,1,1.66,0.3333333333,0.9208169115,0.2321509922,1.0,0.0,6.397841344958624,0.2075,0.0005986296429859358,2773.0,0.0,7.928045600874777,0.9783261227936076,technical,1,2,0.2764789231314205,0.971663154313126,0.9208169114352692,0.0,0.9714678425864065,0.9482094492057143,0
VU187,13,477,36.69230769,3,1,0.29,0.6111111111,0.09817269796,0.01753571974,1.0,0.0,3.1906746111415774,0.022307692307692306,0.0006079664570230607,476.99999997,0.0,6.169610732491456,0.25464221837358075,technical,0,0,0.027194201476879478,0.9936062182661565,0.09817269793993745,0.0,0.31694231767666414,0.21750988197399332,0
NP188,11,2557,232.4545455,3,1,1.53,0.5,0.8434252956,0.1530927844,1.0,0.0,3.79173825732747,0.1390909090909091,0.0005983574501368792,2557.0000005,0.0,7.846980982138788,0.9282193027394289,technical,1,2,0.1843944224390558,0.9710234559030839,0.8434252957116858,0.0,0.9412939287930779,0.8976168748713597,0
PI189,17,353,20.76470588,1,2,0.07,0.8333333333,0.05374417771,0.006506529576,0.0,0.5,5.924662146961353,0.00411764705882353,0.000198300283286119,352.99999996,0.0,5.869296913133774,0.06765864847381481,technical,0,0,0.002708841241066033,0.030822659124918883,0.05374417769589797,0.0,0.20515935443648825,0.02871362331642658,0
DQ190,10,750,75.0,3,1,0.45,0.4444444444,0.1959871014,0.04406217541,1.0,0.0,5.634093442782792,0.045,0.0006000000000000001,750.0,0.0,6.621405651764134,0.37156355643248307,technical,0,1,0.05773999291533829,0.9748837209302326,0.19598710138330439,0.0,0.4851096533030197,0.3355646992747349,0
CJ191,6,2538,423.0,3,1,1.52,0.2222222222,0.8366176997,0.2850374474,1.0,0.0,6.860693358415794,0.25333333333333335,0.0005988967691095351,2538.0,0.0,7.839525581704678,0.9242589015233319,technical,1,2,0.3381745188333924,0.9722909450766946,0.8366176996892427,0.0,0.9385188758353107,0.8936180800425798,0
EA192,10,693,69.3,3,1,0.42,0.4444444444,0.1755643139,0.04011516665,1.0,0.0,2.2110044701407414,0.041999999999999996,0.0006060606060606061,693.0,0.0,6.542471960506805,0.35065687161316933,technical,0,1,0.053701735742118305,0.9891271519178495,0.1755643138534171,0.0,0.45572891442426533,0.31445533722257574,0
SH193,3,316,105.3333333,1,2,0.06,0.05555555556,0.04048728054,0.06506672498,0.0,0.5,4.987452887113634,0.02,0.00018987341772151899,315.99999990000003,0.0,5.75890177387728,0.058268908123975775,technical,0,0,0.024087849805171802,0.011018125236553267,0.04048728050587695,0.0,0.16406801931312787,0.0192328553068849,0
QH194,11,785,71.36363636,2,3,0.31,0.5,0.2085274095,0.04154414749,0.5,1.0,6.542216757189936,0.028181818181818183,0.0003949044585987261,784.99999996,0.5,6.666956792429207,0.27002713721306015,technical,0,0,0.03510127845940811,0.49287512961042795,0.2085274095013595,0.5,0.5020647221486771,0.23304394797883574,0
QU195,9,1650,183.3333333,3,2,0.99,0.3888888889,0.5184521677,0.1190784239,1.0,0.5,7.611145108374026,0.11,0.0006,1649.9999997,0.5,7.409136443920128,0.688134638736401,technical,1,2,0.14523556500177115,0.9748837209302323,0.5184521675371944,0.5,0.7783192111284367,0.6552047402162742,0
RU196,2,2219,1109.5,3,2,1.33,0.0,0.7223217485,0.7604096434,1.0,0.5,5.985735766418301,0.665,0.0005993690851735016,2219.0,0.5,7.705262474866325,0.8458682675776092,technical,1,2,0.8923131420474673,0.9734009662848337,0.7223217484254875,0.5,0.8885433936269878,0.8144674979316442,0
LA197,17,483,28.41176471,2,1,0.19,0.8333333333,0.1003224651,0.01180179417,0.5,0.0,4.317978199222987,0.011176470588235295,0.00039337474120082814,483.00000007,0.0,6.182084906716632,0.173953307123438,technical,0,0,0.012210622825113041,0.4892800396194877,0.1003224650841761,0.0,0.32158546117850717,0.13603874219767192,0
KZ198,18,511,28.38888889,1,1,0.1,0.8888888889,0.1103547116,0.01178595364,0.0,0.0,5.508646824048033,0.005555555555555556,0.00019569471624266145,511.00000002,0.0,6.238324625039508,0.09531017980432487,technical,0,0,0.004644389341520054,0.024699143754347896,0.11035471157217093,0.0,0.3425190378596268,0.05663321894801753,0
YH199,12,1718,143.1666667,3,1,1.03,0.5555555556,0.5428161949,0.09126470713,1.0,0.0,6.613264623218989,0.08583333333333333,0.0005995343422584401,1718.0000004,0.0,7.449498005382849,0.708035793053696,technical,1,2,0.11270515999527689,0.9737893478857824,0.542816195016638,0.0,0.7933426121525828,0.6752988237771255,1
CD200,17,833,49.0,3,1,0.5,0.8333333333,0.2257255464,0.02605827578,1.0,0.0,4.028023071454481,0.029411764705882353,0.0006002400960384153,833.0,0.0,6.726233402358747,0.4054651081081644,technical,0,1,0.03675689191723448,0.9754479865035712,0.22572554638296483,0.0,0.5241286921748589,0.3697949052895513,0
DN201,16,2224,139.0,1,3,0.44,0.7777777778,0.7241132211,0.08837946681,0.0,1.0,7.300712014742435,0.0275,0.00019784172661870504,2224.0,0.0,7.707512194600341,0.36464311358790924,technical,0,1,0.03418349273822175,0.029744974784292166,0.7241132210158285,0.0,0.8893807854555287,0.32857716706530365,1
XD202,15,1801,120.0666667,3,1,1.08,0.7222222222,0.5725546399,0.07526893477,1.0,0.0,3.0439192149454275,0.07200000000000001,0.0005996668517490284,1801.0000005,0.0,7.496652438168283,0.7323678937132266,technical,1,2,0.0940843074743181,0.9741007672002082,0.572554640052128,0.0,0.8108944592102354,0.699866808933582,0
RU203,13,986,75.84615385,2,3,0.39,0.6111111111,0.2805446077,0.04464810114,0.5,1.0,3.7897816643833035,0.030000000000000002,0.0003955375253549696,986.0000000499999,0.5,6.894670039433482,0.3293037471426004,technical,0,1,0.0375487070492384,0.4943629416481909,0.28054460766531386,0.5,0.5868242632634435,0.2928952075659765,0
QP204,9,2294,254.8888889,2,1,0.92,0.3888888889,0.7491938373,0.1686276177,0.5,0.0,6.460822449343302,0.10222222222222223,0.0004010462074978204,2294.0000001000003,0.0,7.738488122494646,0.6523251860396903,technical,1,2,0.13476600936749714,0.5073092597473692,0.749193837316432,0.0,0.9009106611587026,0.619048137273362,0
GF205,9,1600,177.7777778,2,2,0.64,0.3888888889,0.5005374418,0.1152314368,0.5,0.5,4.212987740378148,0.07111111111111111,0.0004,1600.0000002,0.25,7.3783837129967145,0.49469624183610705,technical,0,1,0.09288778683040107,0.5048504983388704,0.5005374418129317,0.25,0.7668724139157761,0.45989107904770177,0
FW206,10,2911,291.1,2,1,1.16,0.4444444444,0.970261555,0.1937022796,0.5,0.0,6.840747934793491,0.11599999999999999,0.0003984884919271728,2911.0,0.0,7.976595409316577,0.7701082216960736,technical,1,2,0.1533120793482111,0.5012982032866511,0.9702615549286806,0.0,0.9895390770836228,0.7379730057908274,0
YI207,6,2173,362.1666667,3,3,1.3,0.2222222222,0.7058402006,0.2429129386,1.0,1.0,4.44956045518594,0.21666666666666667,0.0005982512655315233,2173.0000002,1.0,7.684324067681155,0.832909122935104,technical,1,2,0.28881804227181485,0.9707739044418588,0.7058402006660094,1.0,0.8807496890092854,0.8013827224873697,1
OB208,3,2194,731.3333333,3,1,1.32,0.05555555556,0.7133643855,0.4985452315,1.0,0.0,6.9499218335536606,0.44,0.0006016408386508661,2193.9999999,0.0,7.693937325509272,0.8415671856782186,technical,1,2,0.5894438540559688,0.9787399643243275,0.7133643854379531,0.0,0.8843279407484732,0.8101247197334313,0
CM209,12,1660,138.3333333,3,1,1.0,0.5555555556,0.5220351129,0.08791782836,1.0,0.0,6.247851446315348,0.08333333333333333,0.0006024096385542169,1659.9999996,0.0,7.415175109613295,0.6931471805599453,technical,1,2,0.10933994568426024,0.9805467718048273,0.5220351126820469,0.0,0.780566926357269,0.6602658754976095,0
NO210,7,1410,201.4285714,3,3,0.85,0.2777777778,0.4324614833,0.1316086104,1.0,1.0,6.881719955520989,0.12142857142857143,0.0006028368794326241,1409.9999998,1.0,7.252053951852814,0.6151856390902335,technical,0,2,0.16061940185213297,0.9815508588393298,0.4324614832366563,1.0,0.7198498856941571,0.5815485456458558,1
OJ211,9,1307,145.2222222,2,2,0.52,0.3888888889,0.395557148,0.09268809236,0.5,0.5,5.828089336033322,0.05777777777777778,0.0003978576893649579,1306.9999998,0.25,7.176254532017144,0.41871033485818504,technical,0,1,0.07493997717164562,0.4998157124809674,0.39555714787563184,0.25,0.6916357869249437,0.3831685362284381,1
MQ212,15,331,22.06666667,3,2,0.2,0.7222222222,0.04586169832,0.007408082317,1.0,0.5,2.098069299927075,0.013333333333333334,0.0006042296072507553,331.00000005,0.5,5.805134968916488,0.18232155679395465,technical,0,0,0.015113944975794073,0.9848240005620739,0.04586169833064409,0.5,0.18127696278631644,0.14448811681466567,1
VC213,11,1803,163.9090909,3,2,1.08,0.5,0.573271229,0.1056279581,1.0,0.5,3.0077470138979,0.09818181818181819,0.0005990016638935109,1802.9999999,0.5,7.4977617006225685,0.7323678937132266,technical,1,2,0.12932727916787426,0.9725374652434204,0.5732712288732876,0.5,0.8113073494475755,0.699866808933582,1
RM214,3,1709,569.6666667,3,2,1.03,0.05555555556,0.5395915442,0.3865979068,1.0,0.5,7.3078679918622615,0.3433333333333333,0.0006026916325336454,1709.0000000999999,0.5,7.444248649496705,0.708035793053696,technical,1,2,0.4593222340299917,0.9812095044993379,0.5395915442465359,0.5,0.7913886942232966,0.6752988237771255,0
TS215,2,2424,1212.0,1,1,0.48,0.0,0.7957721247,0.8313865554,0.0,0.0,6.673254581964583,0.24,0.000198019801980198,2424.0,0.0,7.793586803371584,0.3920420877760237,technical,0,1,0.3202267091746369,0.03016348146442549,0.7957721246294681,0.0,0.9214195202988584,0.35624175717097,0
WR216,15,711,47.4,1,3,0.14,0.7222222222,0.1820136152,0.0249503435,0.0,1.0,4.284867841276117,0.009333333333333334,0.0001969057665260197,711.0,0.0,6.568077911411976,0.1310282624064041,technical,0,0,0.009729602078167435,0.027545313091383195,0.18201361517864467,0.0,0.4652599745495851,0.0926975660203799,0
ZS217,15,2814,187.6,3,3,1.69,0.7222222222,0.9355069867,0.12203291,1.0,1.0,8.589642356265816,0.11266666666666666,0.0006005685856432125,2814.0,1.0,7.942717540573791,0.9895411936137477,technical,1,2,0.14882512693352223,0.9762199916412242,0.9355069866760655,1.0,0.9769290394755301,0.9595332431227793,0
VB218,13,1861,143.1538462,3,1,1.12,0.6111111111,0.594052311,0.09125582947,1.0,0.0,5.464551320428654,0.08615384615384616,0.0006018269747447609,1861.0000006,0.0,7.529406457837013,0.7514160886839212,technical,1,2,0.11313659772745853,0.9791774150645973,0.5940523111720493,0.0,0.823086177141926,0.719099664240467,0
IV219,17,1166,68.58823529,2,1,0.47,0.8333333333,0.3450376209,0.03962229971,0.5,0.0,6.627151249463331,0.02764705882352941,0.00040308747855917666,1165.99999993,0.0,7.062191632286556,0.3852624007906449,technical,0,1,0.03438144652122273,0.512106585823128,0.3450376208745942,0.0,0.6491792361244415,0.34939634536075026,0
IM220,19,1002,52.73684211,2,1,0.4,0.9444444444,0.28627732,0.02864588079,0.5,0.0,2.3919695220779156,0.021052631578947368,0.00039920159680638726,1002.00000009,0.0,6.910750787961936,0.33647223662121295,technical,0,1,0.025504782146652496,0.5029741182087653,0.2862773199687368,0.0,0.5928098476946739,0.30013319106641806,1
QY221,7,1296,185.1428571,1,1,0.26,0.2777777778,0.3916159083,0.1203314425,0.0,0.0,6.0218554528434405,0.037142857142857144,0.0002006172839506173,1295.9999997,0.0,7.167809184316444,0.23111172096338664,technical,0,0,0.04716360508071454,0.036267995570321176,0.3916159081410522,0.0,0.6884922552899457,0.1937512711089979,0
VX222,14,2065,147.5,3,2,1.24,0.6666666667,0.6671443927,0.09426535707,1.0,0.5,6.8887324339611755,0.08857142857142856,0.0006004842615012106,2065.0,0.5,7.633369649679584,0.8064758658669485,technical,1,2,0.11639087090734274,0.9760218159001872,0.667144392642985,0.5,0.861783409513468,0.7746932115251144,1
JD223,11,1090,99.09090909,1,2,0.22,0.5,0.3178072375,0.06074411038,0.0,0.5,4.765891230413075,0.02,0.0002018348623853211,1089.9999999899999,0.0,6.994849985833071,0.1988508587451652,technical,0,0,0.024087849805171802,0.03912950714742908,0.31780723752290874,0.0,0.6241132940837351,0.16117766000973158,0
WC224,11,698,63.45454545,3,1,0.42,0.5,0.1773557865,0.03606743676,1.0,0.0,5.250480773674669,0.03818181818181818,0.0006017191977077364,697.99999995,0.0,6.54965074223381,0.35065687161316933,technical,0,1,0.0485621357034747,0.9789241211244275,0.17735578642584332,0.0,0.4584010042255784,0.31445533722257574,0
TV225,10,2214,221.4,2,3,0.89,0.4444444444,0.7205302759,0.1454379795,0.5,1.0,3.290107123019944,0.089,0.0004019873532068654,2214.0,0.5,7.703007682479236,0.636576829071551,technical,0,2,0.11696776478923131,0.5095211085001214,0.7205302758351465,0.5,0.8877041136529282,0.6031471098345216,0
RL226,15,2321,154.7333333,1,1,0.46,0.7222222222,0.7588677893,0.09927413428,0.0,0.0,8.11983097439555,0.03066666666666667,0.0001981904351572598,2320.9999995,0.0,7.7501841622578365,0.3784364357202451,technical,0,1,0.03844609753217618,0.030564497774902277,0.7588677890892964,0.0,0.9052641670536383,0.3425042068284207,0
TE227,19,1518,79.89473684,1,3,0.3,0.9444444444,0.4711572913,0.04745157352,0.0,1.0,6.843672017101588,0.015789473684210527,0.0001976284584980237,1517.99999996,0.0,7.325807502595773,0.26236426446749106,technical,0,0,0.018420120439249028,0.02924375927409295,0.4711572912453487,0.0,0.7473024700246613,0.2253067884748857,0
AD228,3,2990,996.6666667,1,3,0.6,0.05555555556,0.9985668219,0.6822773354,0.0,1.0,6.229017929259551,0.19999999999999998,0.00020066889632107022,2990.0000001,0.0,8.003363058629947,0.4700036292457355,technical,0,1,0.2663832801983705,0.03638929321436901,0.9985668218918977,0.0,0.9995025451838324,0.4349590870227238,1
VO229,10,972,97.2,3,1,0.58,0.4444444444,0.2755284844,0.05943473586,1.0,0.0,4.2391544889240365,0.057999999999999996,0.0005967078189300411,972.0,0.0,6.880384082186005,0.4574248470388754,technical,0,1,0.07523910733262486,0.9671465485418971,0.2755284843944444,0.0,0.5815067369595894,0.4222583613900032,0
FT230,12,2248,187.3333333,1,3,0.45,0.5555555556,0.7327122895,0.1218482546,0.0,1.0,7.601621534018995,0.0375,0.0002001779359430605,2247.9999995999997,0.0,7.718240951959316,0.37156355643248307,technical,0,1,0.04764434998228834,0.035235454771166075,0.7327122893061473,0.0,0.8933742489998844,0.3355646992747349,0
NK231,14,1311,93.64285714,2,3,0.52,0.6666666667,0.396990326,0.05697156498,0.5,1.0,5.540998111225465,0.037142857142857144,0.00039664378337147215,1310.99999996,0.5,7.179307969504034,0.41871033485818504,technical,0,1,0.04716360508071454,0.496962831750762,0.39699032600523176,0.5,0.692772338985995,0.3831685362284381,0
KN232,9,2529,281.0,3,2,1.52,0.3888888889,0.8333930491,0.1867084571,1.0,0.5,4.463799650657483,0.1688888888888889,0.0006010280743376829,2529.0,0.5,7.835974581721566,0.9242589015233319,technical,1,2,0.22450505766127443,0.9772998664002552,0.8333930490266289,0.5,0.9371971208077632,0.8936180800425798,0
RY233,12,1810,150.8333333,1,3,0.36,0.5555555556,0.5757792906,0.09657354933,0.0,1.0,3.143498262795544,0.03,0.00019889502762430937,1809.9999996,0.0,7.501634457883413,0.3074846997479606,technical,0,0,0.0375487070492384,0.032220407114406824,0.5757792903922766,0.0,0.8127488691333928,0.27086463815397765,0
EN234,9,2836,315.1111111,1,1,0.57,0.3888888889,0.9433894661,0.2103289579,0.0,0.0,6.587805910161649,0.06333333333333332,0.00020098730606488008,2835.9999999,0.0,7.950502434808851,0.4510756193602167,technical,0,1,0.08241823119612704,0.03713760900430618,0.9433894660377364,0.0,0.9798267367841906,0.4158475819202433,0
CW235,11,1176,106.9090909,3,3,0.71,0.5,0.3486205661,0.06615787041,1.0,1.0,3.9370555750828657,0.06454545454545454,0.0006037414965986395,1175.9999999,1.0,7.0707241072602764,0.5364933705145685,technical,0,1,0.08404985025601391,0.983676859448098,0.3486205660445273,1.0,0.6523551983175073,0.5020934047459036,0
NR236,4,826,206.5,3,1,0.5,0.1111111111,0.2232174848,0.1351203601,1.0,0.0,3.874775264236427,0.125,0.0006053268765133172,826.0,0.0,6.717804695023691,0.4054651081081644,technical,0,1,0.16542685086787104,0.9874027655997362,0.22321748475648745,0.0,0.5209913544252611,0.3697949052895513,0
QS237,7,1978,282.5714286,3,2,1.19,0.2777777778,0.6359727696,0.1877966049,1.0,0.5,3.9784926348351677,0.16999999999999998,0.0006016177957532861,1978.0000002,0.5,7.590346945602565,0.7839015438284094,technical,1,2,0.2260007084661707,0.9786858096872908,0.6359727696427107,0.5,0.8457694766261294,0.7519000455539443,1
SH238,15,2452,163.4666667,1,3,0.49,0.7222222222,0.8058043712,0.105321598,0.0,1.0,5.759536324028589,0.03266666666666666,0.000199836867862969,2452.0000004999997,0.0,7.8050670442584895,0.3987761199573678,technical,0,1,0.04113826898098948,0.03443388812712378,0.8058043713145249,0.0,0.9256927014258345,0.3630410715823857,0
XL239,9,1800,200.0,3,1,1.08,0.3888888889,0.5721963454,0.1306193852,1.0,0.0,2.9387494147661197,0.12000000000000001,0.0006000000000000001,1800.0,0.0,7.496097345175956,0.7323678937132266,technical,1,2,0.15869642224583774,0.9748837209302326,0.5721963453549125,0.0,0.8106878422130928,0.699866808933582,1
GH240,6,1968,328.0,1,3,0.39,0.2222222222,0.6323898244,0.219253968,0.0,1.0,4.920685077011383,0.065,0.0001981707317073171,1968.0,0.0,7.585281078639126,0.3293037471426004,technical,0,1,0.08466170740347148,0.03051819139453854,0.6323898243903697,0.0,0.843883857037377,0.2928952075659765,0
WI241,3,2094,698.0,2,1,0.84,0.05555555556,0.6775349337,0.4754633089,0.5,0.0,4.8371079231601914,0.27999999999999997,0.00040114613180515757,2094.0,0.0,7.647308832356238,0.6097655716208943,technical,0,2,0.37407013815090323,0.5075440984683337,0.6775349336669627,0.0,0.86697185920944,0.5760759340124841,1
NF242,4,2773,693.25,3,1,1.66,0.1111111111,0.9208169115,0.4721741349,1.0,0.0,5.425847044368735,0.415,0.0005986296429859358,2773.0,0.0,7.928045600874777,0.9783261227936076,technical,1,2,0.5557917109458023,0.971663154313126,0.9208169114352692,0.0,0.9714678425864065,0.9482094492057143,1
AX243,11,2134,194.0,2,3,0.85,0.5,0.6918667144,0.1264646391,0.5,1.0,3.382582755858715,0.07727272727272727,0.00039831302717900657,2134.0,0.5,7.666221925662725,0.6151856390902335,technical,0,2,0.10118185038482594,0.5008858319814924,0.6918667143896907,0.5,0.8740117004606982,0.5815485456458558,0
MU244,4,2239,559.75,3,3,1.34,0.1111111111,0.7294876388,0.3797310349,1.0,1.0,4.036909511419987,0.335,0.0005984814649397052,2239.0,1.0,7.7142311448490855,0.8501509293696101,technical,1,2,0.4481048529932696,0.9713149112901909,0.7294876387868515,1.0,0.8918817165491242,0.8187916774510475,0
HA245,16,942,58.875,1,3,0.19,0.7777777778,0.2647796489,0.03289629535,0.0,1.0,5.097700270709543,0.011875,0.00020169851380042464,942.0,0.0,6.849066282633458,0.173953307123438,technical,0,0,0.013150903294367694,0.0388090653236558,0.2647796488523984,0.0,0.5698496096131582,0.13603874219767192,0
